Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,1610.290039,1617.219971,1603.189941,1614.300049,1614.300049,0
2019-07-30,1613.900024,1616.229980,1592.599976,1600.260010,1600.260010,0
2019-07-31,1599.060059,1604.410034,1595.119995,1599.780029,1599.780029,0
2019-08-01,1598.670044,1617.989990,1588.949951,1612.910034,1612.910034,0
2019-08-02,1608.530029,1608.530029,1565.770020,1568.699951,1568.699951,76674400
2019-08-06,1534.540039,1543.930054,1520.270020,1523.030029,1523.030029,0
2019-08-07,1523.439941,1540.380005,1516.560059,1528.189941,1528.189941,0
2019-08-08,1531.920044,1550.619995,1531.920044,1550.619995,1550.619995,0
2019-08-09,1550.349976,1550.349976,1529.130005,1531.520020,1531.520020,0
2019-08-12,1532.449951,1550.959961,1528.109985,1533.060059,1533.060059,0
2019-08-13,1531.880005,1548.400024,1509.609985,1543.359985,1543.359985,0
2019-08-14,1538.219971,1539.349976,1498.410034,1500.060059,1500.060059,0
2019-08-15,1500.430054,1509.579956,1476.829956,1495.709961,1495.709961,0
2019-08-16,1496.939941,1519.560059,1496.939941,1519.410034,1519.410034,0
2019-08-19,1522.479980,1539.660034,1522.479980,1538.969971,1538.969971,0
2019-08-20,1538.780029,1546.189941,1533.060059,1534.339966,1534.339966,0
2019-08-21,1534.939941,1550.140015,1534.939941,1543.469971,1543.469971,0
2019-08-22,1543.260010,1546.839966,1533.449951,1535.510010,1535.510010,0
2019-08-23,1539.500000,1549.869995,1522.849976,1522.849976,1522.849976,0
2019-08-26,1520.349976,1525.680054,1503.579956,1520.849976,1520.849976,0
2019-08-27,1521.050049,1532.469971,1516.920044,1530.810059,1530.810059,0
2019-08-28,1534.469971,1534.849976,1515.500000,1529.130005,1529.130005,0
2019-08-29,1530.050049,1558.739990,1530.050049,1558.739990,1558.739990,0
2019-08-30,1559.680054,1583.160034,1559.680054,1576.979980,1576.979980,0
2019-09-02,1576.729980,1582.910034,1568.699951,1570.189941,1570.189941,58879800
2019-09-03,1569.310059,1575.979980,1563.069946,1568.660034,1568.660034,0
2019-09-04,1569.310059,1586.229980,1569.310059,1581.280029,1581.280029,0
2019-09-05,1581.920044,1598.040039,1581.920044,1597.339966,1597.339966,0
2019-09-06,1597.640015,1602.359985,1593.869995,1601.949951,1601.949951,0
2019-09-09,1602.339966,1610.780029,1600.530029,1610.699951,1610.699951,0
2019-09-10,1611.000000,1625.000000,1606.709961,1624.979980,1624.979980,0
2019-09-11,1625.829956,1639.180054,1625.829956,1637.619995,1637.619995,0
2019-09-12,1638.479980,1655.689941,1638.479980,1651.449951,1651.449951,0
2019-09-13,1651.750000,1665.349976,1651.750000,1665.349976,1665.349976,0
2019-09-16,1661.160034,1661.160034,1650.500000,1655.010010,1655.010010,0
2019-09-17,1654.800049,1654.800049,1638.310059,1649.329956,1649.329956,0
2019-09-18,1649.630005,1661.170044,1646.680054,1655.109985,1655.109985,0
2019-09-19,1655.089966,1666.719971,1650.680054,1664.640015,1664.640015,0
2019-09-20,1664.880005,1670.239990,1661.439941,1666.890015,1666.890015,0
2019-09-23,1666.670044,1666.780029,1629.300049,1637.660034,1637.660034,0
2019-09-24,1638.349976,1643.880005,1633.089966,1633.089966,1633.089966,0
2019-09-25,1632.189941,1632.189941,1604.119995,1620.670044,1620.670044,0
2019-09-26,1620.910034,1635.689941,1614.849976,1631.609985,1631.609985,0
2019-09-27,1632.319946,1646.699951,1632.319946,1646.599976,1646.599976,0
2019-09-30,1646.310059,1652.089966,1642.670044,1647.670044,1647.670044,0
2019-10-01,1647.930054,1658.989990,1631.619995,1635.640015,1635.640015,0
2019-10-02,1634.530029,1634.530029,1590.650024,1593.319946,1593.319946,0
2019-10-03,1593.459961,1605.540039,1574.020020,1588.410034,1588.410034,0
2019-10-04,1589.739990,1595.650024,1581.390015,1593.979980,1593.979980,0
2019-10-07,1595.239990,1619.849976,1591.219971,1617.989990,1617.989990,0
2019-10-08,1618.969971,1623.380005,1596.750000,1605.689941,1605.689941,0
2019-10-09,1604.689941,1625.469971,1599.469971,1620.000000,1620.000000,0
2019-10-10,1620.619995,1630.550049,1607.069946,1630.030029,1630.030029,0
2019-10-11,1631.900024,1654.510010,1628.770020,1653.280029,1653.280029,0
2019-10-14,1652.969971,1653.380005,1639.979980,1652.579956,1652.579956,0
2019-10-15,1653.219971,1675.089966,1653.219971,1670.209961,1670.209961,0
2019-10-16,1670.209961,1680.989990,1667.209961,1677.189941,1677.189941,0
2019-10-17,1683.890015,1693.150024,1677.229980,1682.869995,1682.869995,0
2019-10-18,1678.890015,1699.319946,1673.510010,1697.910034,1697.910034,0
2019-10-21,1697.449951,1725.310059,1696.349976,1724.359985,1724.359985,0
2019-10-22,1724.550049,1734.709961,1724.380005,1728.219971,1728.219971,0
2019-10-23,1726.520020,1726.520020,1712.770020,1725.869995,1725.869995,0
2019-10-24,1726.099976,1737.459961,1720.369995,1736.979980,1736.979980,0
2019-10-25,1736.550049,1747.300049,1732.260010,1747.300049,1747.300049,0
2019-10-28,1748.550049,1761.829956,1746.319946,1760.310059,1760.310059,0
2019-10-29,1760.260010,1760.260010,1738.140015,1742.319946,1742.319946,0
2019-10-30,1742.229980,1750.040039,1736.890015,1746.810059,1746.810059,0
2019-10-31,1747.599976,1750.729980,1727.890015,1733.680054,1733.680054,0
2019-11-01,1737.510010,1737.510010,1737.510010,1737.510010,1737.510010,0
2019-11-04,1761.180054,1771.369995,1761.050049,1771.030029,1771.030029,0
2019-11-05,1771.140015,1773.709961,1759.640015,1769.530029,1769.530029,0
2019-11-06,1768.619995,1777.819946,1760.589966,1762.790039,1762.790039,0
2019-11-07,1764.069946,1779.829956,1763.810059,1763.810059,1763.810059,72408000
2019-11-08,1763.829956,1773.609985,1757.280029,1772.560059,1772.560059,0
2019-11-11,1769.680054,1770.959961,1757.109985,1763.500000,1763.500000,0
2019-11-12,1763.670044,1776.839966,1758.619995,1774.719971,1774.719971,0
2019-11-13,1773.780029,1773.780029,1753.079956,1766.599976,1766.599976,0
2019-11-14,1766.380005,1767.849976,1755.390015,1757.420044,1757.420044,0
2019-11-15,1759.329956,1773.510010,1742.540039,1756.859985,1756.859985,0
2019-11-18,1757.540039,1763.150024,1741.400024,1745.170044,1745.170044,0
2019-11-19,1745.369995,1758.300049,1739.430054,1743.250000,1743.250000,0
2019-11-20,1741.910034,1741.910034,1727.770020,1729.060059,1729.060059,0
2019-11-21,1726.430054,1726.430054,1711.270020,1720.109985,1720.109985,0
2019-11-22,1720.349976,1731.979980,1717.979980,1724.189941,1724.189941,0
2019-11-25,1726.069946,1742.060059,1726.069946,1742.040039,1742.040039,0
2019-11-26,1742.510010,1744.819946,1730.890015,1740.989990,1740.989990,0
2019-11-27,1742.750000,1748.939941,1734.979980,1737.800049,1737.800049,0
2019-11-28,1737.010010,1737.599976,1729.380005,1735.300049,1735.300049,41320100
2019-11-29,1733.250000,1737.089966,1720.849976,1730.250000,1730.250000,0
2019-12-02,1730.949951,1744.739990,1704.369995,1706.819946,1706.819946,0
2019-12-03,1707.130005,1721.439941,1692.869995,1697.680054,1697.680054,0
2019-12-04,1697.900024,1726.859985,1697.729980,1725.599976,1725.599976,72806900
2019-12-05,1726.310059,1735.859985,1720.150024,1723.630005,1723.630005,65504000
2019-12-06,1723.699951,1743.030029,1723.699951,1742.609985,1742.609985,68061800
2019-12-09,1742.170044,1750.579956,1738.829956,1743.310059,1743.310059,76400100
2019-12-10,1742.770020,1742.770020,1714.479980,1735.510010,1735.510010,79621300
2019-12-11,1735.099976,1744.250000,1723.750000,1741.619995,1741.619995,79400500
2019-12-12,1741.709961,1760.869995,1732.229980,1758.239990,1758.239990,91345000
2019-12-13,1761.660034,1780.689941,1761.660034,1770.119995,1770.119995,102249700
2019-12-16,1770.890015,1787.890015,1767.930054,1787.660034,1787.660034,80364100
2019-12-17,1787.369995,1791.930054,1781.839966,1791.930054,1791.930054,92098700
2019-12-18,1790.130005,1796.079956,1782.819946,1787.959961,1787.959961,95773000
2019-12-19,1787.859985,1793.189941,1779.689941,1783.290039,1783.290039,93182500
2019-12-20,1783.199951,1795.430054,1783.079956,1794.800049,1794.800049,107914000
2019-12-23,1794.930054,1800.689941,1791.089966,1795.660034,1795.660034,46172600
2019-12-27,1796.199951,1802.229980,1792.170044,1798.040039,1798.040039,44420100
2019-12-30,1797.660034,1798.290039,1769.189941,1771.849976,1771.849976,0
2020-01-02,1771.849976,1810.199951,1771.849976,1808.630005,1808.630005,66471900
2020-01-03,1806.410034,1806.410034,1778.530029,1785.229980,1785.229980,60176800
2020-01-07,1784.939941,1805.650024,1784.859985,1796.849976,1796.849976,71141000
2020-01-08,1795.150024,1796.790039,1774.359985,1795.410034,1795.410034,61540300
2020-01-09,1797.680054,1811.219971,1793.739990,1796.739990,1796.739990,81381800
2020-01-10,1797.520020,1800.160034,1784.280029,1784.969971,1784.969971,68331400
2020-01-13,1786.410034,1798.069946,1781.319946,1790.510010,1790.510010,65913500
2020-01-14,1790.579956,1794.020020,1772.689941,1792.900024,1792.900024,68698400
2020-01-15,1792.630005,1794.079956,1780.880005,1787.290039,1787.290039,87793300
2020-01-16,1787.300049,1812.300049,1787.300049,1812.300049,1812.300049,83445800
2020-01-17,1813.239990,1831.520020,1813.239990,1825.939941,1825.939941,85989200
2020-01-20,1824.969971,1829.680054,1819.800049,1821.290039,1821.290039,55952300
2020-01-21,1819.770020,1826.619995,1800.599976,1825.619995,1825.619995,65265800
2020-01-22,1823.839966,1834.099976,1810.719971,1811.760010,1811.760010,75215100
2020-01-23,1809.430054,1809.719971,1790.969971,1795.430054,1795.430054,71663000
2020-01-24,1798.290039,1820.750000,1798.290039,1812.849976,1812.849976,107751400
2020-01-27,1808.030029,1808.030029,1766.709961,1771.479980,1771.479980,99970600
2020-01-28,1773.040039,1791.500000,1763.449951,1786.349976,1786.349976,116927600
2020-01-29,1790.250000,1798.520020,1784.150024,1791.670044,1791.670044,104412300
2020-01-30,1788.869995,1805.619995,1771.150024,1787.959961,1787.959961,134063900
2020-01-31,1788.660034,1806.550049,1778.079956,1783.260010,1783.260010,111161300
2020-02-03,1784.069946,1791.589966,1774.180054,1782.910034,1782.910034,79752900
2020-02-04,1785.410034,1821.040039,1785.410034,1821.040039,1821.040039,94517700
2020-02-05,1820.599976,1854.099976,1815.319946,1847.349976,1847.349976,119999800
2020-02-06,1847.640015,1864.319946,1843.859985,1851.949951,1851.949951,120201900
2020-02-07,1851.060059,1856.339966,1841.589966,1849.859985,1849.859985,111075200
2020-02-10,1848.959961,1860.699951,1843.469971,1858.000000,1858.000000,80178600
2020-02-11,1859.239990,1885.500000,1859.239990,1884.130005,1884.130005,93510400
2020-02-12,1884.750000,1893.270020,1879.130005,1889.750000,1889.750000,84555000
2020-02-13,1887.250000,1887.250000,1864.050049,1883.020020,1883.020020,84793300
2020-02-14,1882.219971,1892.150024,1881.349976,1885.619995,1885.619995,61757600
2020-02-17,1885.420044,1897.930054,1885.420044,1888.349976,1888.349976,0
2020-02-18,1887.189941,1888.979980,1869.270020,1878.790039,1878.790039,65472300
2020-02-19,1880.689941,1901.130005,1880.689941,1900.280029,1900.280029,66385900
2020-02-20,1900.689941,1905.619995,1896.780029,1898.930054,1898.930054,72830900
2020-02-21,1896.760010,1896.760010,1871.219971,1879.099976,1879.099976,76566700
2020-02-24,1872.000000,1872.000000,1791.959961,1798.199951,1798.199951,125975600
2020-02-25,1799.510010,1812.900024,1766.329956,1769.140015,1769.140015,107411700
2020-02-26,1765.900024,1787.069946,1709.319946,1782.099976,1782.099976,126548700
2020-02-27,1779.719971,1779.719971,1691.130005,1721.589966,1721.589966,137092800
2020-02-28,1666.930054,1689.670044,1646.109985,1668.839966,1668.839966,190623500
2020-03-02,1702.880005,1711.540039,1644.329956,1679.130005,1679.130005,142409500
2020-03-03,1704.739990,1732.030029,1693.209961,1694.560059,1694.560059,130376500
2020-03-04,1702.130005,1724.260010,1687.329956,1704.199951,1704.199951,109488000
2020-03-05,1723.219971,1723.510010,1666.770020,1683.189941,1683.189941,118620900
2020-03-06,1648.349976,1657.130005,1616.060059,1629.000000,1629.000000,138081100
2020-03-09,1523.239990,1568.670044,1511.180054,1542.439941,1542.439941,235466100
2020-03-10,1557.010010,1604.729980,1521.839966,1533.790039,1533.790039,174311100
2020-03-11,1548.319946,1561.439941,1506.839966,1511.959961,1511.959961,154954500
2020-03-12,1433.489990,1447.689941,1344.079956,1352.130005,1352.130005,305008600
2020-03-13,1379.569946,1469.709961,1343.880005,1376.459961,1376.459961,259539100
2020-03-16,1305.900024,1355.880005,1261.170044,1329.160034,1329.160034,253693100
2020-03-17,1366.800049,1384.750000,1295.400024,1372.790039,1372.790039,215418300
2020-03-18,1331.489990,1364.560059,1310.959961,1337.239990,1337.239990,223480600
2020-03-19,1345.680054,1380.579956,1328.520020,1380.579956,1380.579956,211614200
2020-03-20,1422.859985,1431.560059,1355.540039,1355.540039,1355.540039,200718800
2020-03-23,1290.449951,1351.739990,1284.479980,1292.270020,1292.270020,179643300
2020-03-24,1351.469971,1383.880005,1332.410034,1383.880005,1383.880005,180632000
2020-03-25,1426.780029,1446.560059,1362.760010,1446.560059,1446.560059,172191000
2020-03-26,1411.530029,1470.890015,1402.859985,1470.890015,1470.890015,155494600
2020-03-27,1454.099976,1454.449951,1405.949951,1419.290039,1419.290039,136395200
2020-03-30,1428.959961,1449.199951,1394.959961,1449.199951,1449.199951,128362500
2020-03-31,1472.260010,1487.060059,1445.349976,1482.430054,1482.430054,173596100
2020-04-01,1439.239990,1447.969971,1425.719971,1425.989990,1425.989990,117369200
2020-04-02,1436.849976,1439.400024,1400.270020,1427.189941,1427.189941,135758500
2020-04-03,1425.920044,1430.199951,1401.119995,1404.589966,1404.589966,97561300
2020-04-06,1443.359985,1463.060059,1438.880005,1461.229980,1461.229980,115900300
2020-04-07,1493.780029,1514.170044,1483.189941,1510.849976,1510.849976,160205800
2020-04-08,1494.390015,1502.880005,1485.020020,1499.510010,1499.510010,112388500
2020-04-09,1518.819946,1526.949951,1495.790039,1498.760010,1498.760010,63370400
2020-04-14,1529.849976,1538.910034,1516.510010,1535.839966,1535.839966,135625400
2020-04-15,1531.469971,1534.410034,1478.819946,1480.599976,1480.599976,121295400
2020-04-16,1496.469971,1499.910034,1469.140015,1483.790039,1483.790039,107740800
2020-04-17,1525.270020,1536.839966,1520.719971,1534.550049,1534.550049,139931900
2020-04-20,1548.680054,1548.680054,1518.119995,1541.170044,1541.170044,83310900
2020-04-21,1525.449951,1525.599976,1493.449951,1493.449951,1493.449951,108467700
2020-04-22,1508.569946,1527.689941,1503.300049,1527.630005,1527.630005,110609500
2020-04-23,1535.939941,1547.479980,1512.680054,1541.890015,1541.890015,111840800
2020-04-24,1515.640015,1529.189941,1511.280029,1514.130005,1514.130005,103030800
2020-04-27,1536.829956,1543.420044,1528.140015,1539.510010,1539.510010,93375200
2020-04-28,1542.599976,1571.310059,1538.260010,1568.500000,1568.500000,119075300
2020-04-29,1566.410034,1602.339966,1559.630005,1600.859985,1600.859985,132448600
2020-04-30,1602.680054,1606.810059,1577.900024,1577.920044,1577.920044,83946200
2020-05-04,1531.989990,1531.989990,1505.209961,1505.209961,1505.209961,137043300
2020-05-05,1525.430054,1539.400024,1515.410034,1538.180054,1538.180054,92875500
2020-05-06,1535.670044,1537.550049,1520.709961,1521.400024,1521.400024,87488100
2020-05-07,1529.380005,1540.550049,1524.239990,1537.739990,1537.739990,83170700
2020-05-08,1549.010010,1564.650024,1547.000000,1563.189941,1563.189941,0
2020-05-11,1568.420044,1572.229980,1542.140015,1556.489990,1556.489990,80079800
2020-05-12,1547.449951,1572.510010,1543.780029,1570.030029,1570.030029,86736600
2020-05-13,1550.569946,1551.530029,1522.109985,1522.640015,1522.640015,102793800
2020-05-14,1507.359985,1513.109985,1461.270020,1476.520020,1476.520020,116605400
2020-05-15,1490.989990,1508.439941,1481.890015,1493.619995,1493.619995,106796600
2020-05-18,1520.739990,1566.209961,1519.680054,1566.160034,1566.160034,105598200
2020-05-19,1576.880005,1576.920044,1545.760010,1560.280029,1560.280029,109511700
2020-05-20,1546.709961,1565.280029,1539.839966,1556.439941,1556.439941,54394300
2020-05-22,1539.780029,1560.079956,1533.489990,1555.489990,1555.489990,86901000
2020-05-25,1570.280029,1592.160034,1564.750000,1588.599976,1588.599976,65330700
2020-05-26,1604.989990,1609.729980,1594.329956,1606.650024,1606.650024,98478200
2020-05-27,1607.069946,1633.790039,1606.560059,1623.390015,1623.390015,117193700
2020-05-28,1637.040039,1659.069946,1630.849976,1657.579956,1657.579956,111325200
2020-05-29,1642.130005,1645.849976,1625.699951,1629.760010,1629.760010,210944400
2020-06-01,1650.989990,1651.280029,1633.060059,1649.380005,1649.380005,81839400
2020-06-02,1657.689941,1678.729980,1654.209961,1666.979980,1666.979980,112254900
2020-06-03,1684.280029,1709.959961,1682.520020,1709.959961,1709.959961,123035700
2020-06-04,1703.000000,1708.630005,1690.069946,1700.479980,1700.479980,105834400
2020-06-05,1709.949951,1730.680054,1706.130005,1730.510010,1730.510010,121308500
2020-06-08,1723.130005,1729.109985,1710.329956,1717.660034,1717.660034,110278500
2020-06-09,1719.719971,1721.670044,1682.550049,1696.699951,1696.699951,123015400
2020-06-10,1700.800049,1715.920044,1687.300049,1692.319946,1692.319946,107549400
2020-06-11,1655.130005,1658.069946,1609.060059,1609.060059,1609.060059,144473500
2020-06-12,1590.229980,1634.229980,1590.229980,1609.069946,1609.069946,106865600
2020-06-15,1577.920044,1620.339966,1571.489990,1616.140015,1616.140015,0
2020-06-16,1650.819946,1677.000000,1643.540039,1671.839966,1671.839966,0
2020-06-17,1674.760010,1688.869995,1672.260010,1677.530029,1677.530029,0
2020-06-18,1667.030029,1677.520020,1659.040039,1667.930054,1667.930054,0
2020-06-22,1655.969971,1668.729980,1647.260010,1657.709961,1657.709961,88938800
2020-06-23,1669.329956,1694.270020,1667.760010,1683.359985,1683.359985,97150100
2020-06-24,1676.510010,1681.619995,1641.839966,1642.910034,1642.910034,87008700
2020-06-25,1634.660034,1662.280029,1625.880005,1660.959961,1660.959961,89205000
2020-06-26,1677.400024,1689.709961,1657.599976,1657.660034,1657.660034,103013300
2020-06-29,1655.810059,1674.569946,1650.920044,1671.530029,1671.530029,82716200
2020-06-30,1674.609985,1679.250000,1653.229980,1664.380005,1664.380005,89683400
2020-07-01,1665.260010,1687.930054,1657.780029,1675.040039,1675.040039,88432700
2020-07-02,1691.530029,1704.530029,1682.780029,1703.819946,1703.819946,84529500
2020-07-03,1704.910034,1710.650024,1691.510010,1695.260010,1695.260010,54329500
2020-07-06,1722.130005,1732.250000,1714.189941,1730.880005,1730.880005,77615900
2020-07-07,1722.380005,1724.530029,1711.479980,1720.449951,1720.449951,75783300
2020-07-08,1705.729980,1725.369995,1705.729980,1712.530029,1712.530029,71591800
2020-07-09,1722.130005,1723.699951,1696.839966,1697.839966,1697.839966,64870700
2020-07-10,1691.079956,1713.109985,1691.000000,1711.619995,1711.619995,64384200
2020-07-13,1727.800049,1745.180054,1722.939941,1742.729980,1742.729980,77412500
2020-07-14,1730.599976,1742.000000,1723.479980,1738.599976,1738.599976,88922300
2020-07-15,1755.030029,1772.060059,1742.680054,1767.849976,1767.849976,103803700
2020-07-16,1761.750000,1761.930054,1748.280029,1754.550049,1754.550049,90960300
2020-07-17,1780.540039,1781.099976,1759.560059,1770.150024,1770.150024,125544600
2020-07-20,1775.359985,1787.229980,1766.319946,1784.540039,1784.540039,93704400
2020-07-21,1796.010010,1797.640015,1773.209961,1775.390015,1775.390015,104095000
2020-07-22,1776.739990,1782.140015,1765.170044,1779.849976,1779.849976,77703900
2020-07-23,1790.140015,1793.000000,1776.020020,1781.099976,1781.099976,61322700
2020-07-24,1755.760010,1761.890015,1740.030029,1750.239990,1750.239990,61280600
2020-07-27,1747.859985,1763.079956,1745.599976,1760.310059,1760.310059,53413400
2020-07-28,1763.130005,1763.709961,1744.479980,1754.250000,1754.250000,58236500
2020-07-29,1752.020020,1762.079956,1750.420044,1760.589966,1760.589966,57062200
2020-07-30,1758.290039,1758.400024,1711.670044,1720.280029,1720.280029,73271900
2020-07-31,1726.290039,1738.650024,1706.390015,1707.349976,1707.349976,76017300
2020-08-03,1708.739990,1751.260010,1702.329956,1746.319946,1746.319946,59192600
2020-08-04,1754.750000,1756.660034,1726.569946,1734.250000,1734.250000,0
2020-08-05,1746.040039,1751.369995,1736.130005,1745.489990,1745.489990,56505900
2020-08-06,1745.670044,1750.670044,1730.500000,1739.140015,1739.140015,58298900
2020-08-07,1733.380005,1746.050049,1730.140015,1740.459961,1740.459961,47938900
2020-08-10,1750.010010,1754.989990,1740.199951,1748.910034,1748.910034,52768000
2020-08-11,1760.640015,1792.829956,1760.640015,1786.280029,1786.280029,81965300
2020-08-12,1782.510010,1790.920044,1773.150024,1788.989990,1788.989990,65694600
2020-08-13,1780.199951,1795.800049,1779.790039,1786.800049,1786.800049,50591500
2020-08-14,1781.709961,1781.849976,1746.880005,1754.199951,1754.199951,65744400
2020-08-17,1755.280029,1773.599976,1755.280029,1773.530029,1773.530029,54100700
2020-08-18,1764.479980,1780.400024,1755.449951,1760.089966,1760.089966,0
2020-08-19,1760.959961,1775.900024,1757.939941,1775.239990,1775.239990,0
2020-08-20,1756.640015,1761.510010,1743.300049,1751.930054,1751.930054,0
2020-08-21,1757.699951,1765.849976,1738.969971,1753.130005,1753.130005,0
2020-08-24,1765.949951,1792.099976,1765.949951,1788.400024,1788.400024,0
2020-08-25,1794.290039,1807.199951,1786.140015,1786.270020,1786.270020,0
2020-08-26,1781.300049,1798.310059,1776.329956,1798.310059,1798.310059,0
2020-08-27,1803.079956,1805.040039,1791.910034,1793.969971,1793.969971,0
2020-08-28,1796.680054,1797.520020,1770.500000,1776.569946,1776.569946,0
2020-08-31,1784.250000,1793.290039,1766.329956,1766.329956,1766.329956,0
2020-09-01,1778.750000,1786.530029,1756.510010,1769.439941,1769.439941,0
2020-09-02,1779.449951,1804.500000,1777.589966,1782.859985,1782.859985,0
2020-09-03,1800.829956,1815.239990,1755.319946,1760.609985,1760.609985,0
2020-09-04,1759.699951,1792.099976,1748.569946,1761.989990,1761.989990,0
2020-09-07,1776.160034,1800.910034,1773.939941,1799.260010,1799.260010,60534200
2020-09-08,1800.390015,1801.250000,1768.430054,1782.599976,1782.599976,0
2020-09-09,1780.479980,1812.819946,1779.380005,1812.579956,1812.579956,0
2020-09-10,1811.489990,1813.760010,1792.430054,1802.849976,1802.849976,0
2020-09-11,1800.900024,1812.000000,1792.209961,1801.459961,1801.459961,0
2020-09-14,1810.199951,1816.949951,1795.540039,1802.689941,1802.689941,0
